Route,Search Date,Flight Dates,Current Price,Lowest Price,
HND-CDG,08/05/2023,08/19/2023,568.60,807.98
CDG-SIN,08/05/2023,08/19/2023,848.29,618.34
LHR-DFW,08/05/2023,08/19/2023,1566.87,603.86
DEN-FRA,08/05/2023,08/19/2023,1485.13,761.74
JFK-CDG,08/05/2023,08/19/2023,1567.20,930.68
