Route,Search Date,Flight Dates,Current Price,Lowest Price,
HND-CDG,08/05/2023,08/19/2023,814.15,1559.15
CDG-SIN,08/05/2023,08/19/2023,927.54,1653.21
LHR-DFW,08/05/2023,08/19/2023,1697.95,1694.02
DEN-FRA,08/05/2023,08/19/2023,1913.48,1853.08
JFK-CDG,08/05/2023,08/19/2023,1883.65,1806.92
